id,date,publication,author,headline,items
1511,2021-08-06,Free Press,Bureau,"Bill in LS to junk tax demand on Cairns, Voda","Cairn Energy, retrospective tax, arbitration"
1512,2021-08-06,The Indian Express, Sunny  Verma & Sadaf Modak,"NDA called it tax terror; took 7 yrs, adverse verdicts to course-correct","Cairn Energy, retrospective tax, arbitration"
1513,2021-08-06,The Times Of India,Bureau,Positive for Voda Idea stock; Cairn rallies on LSE....,"Cairn Energy, arbitration"
1514,2021-08-06,The Times Of India,Bureau,"Govt brings bill to axe retro tax levied on Vodafone, Cairn","Cairn plc, retrospective tax, arbitration"
1515,2021-08-06,The Times Of India,Bureau,"Govt brings bill to axe retro tax imposed on Voda, Cairn...","Cairn plc, retrospective tax, arbitration"
1516,2021-08-06,The Times Of India,Bureau,"Govt brings bill to axe retro tax imposed on Voda, Cairn,,.","Cairn plc, arbitration"
1517,2021-08-06,OHeraldo,PTI,"Govt brings bill to withdraw tax demands on Cairn, Vodafone","Cairn Energy, retrospective tax, arbitration"
1518,2021-08-06,Millennium Post,Bureau,GOVT INTRODUCES BILL TO SCRAP RETRO TAXES,"Cairn Energy, retrospective tax, arbitration"
1519,2021-08-06,The Times Of India,Bureau,Positive for Voda Idea stock; Cairn rallies on LSE.....,"Cairn Energy, arbitration"
1520,2021-08-06,Millennium Post,Bureau,GOVT INTRODUCES BILL TO SCRAP RETRO TAXES..,"Cairn Energy, retrospective tax, arbitration"
1521,2021-08-06,The Times Of India,Bureau,Govt brings bill to axe retro tax,"Cairn plc, retrospective tax, arbitration"
1522,2021-08-06,The Navhind Times,PTI,Govt to axe retro tax,"Cairn Energy, retro tax, retrospective tax, arbitration"
1523,2021-08-06,The Times Of India, Sidhartha,Govt hopes to start afresh after retro tax amendments,arbitration
1524,2021-08-06,The Morning Standard,Bureau,Retro tax withdrawal : No major cost to exchequer.,"Cairn Energy, retrospective tax, arbitration"
1525,2021-08-06,The New Indian Express,Bureau,Axe falls on much-hated retro tax,"Cairn Energy, retro tax, retrospective tax, arbitration"
1526,2021-08-06,The Pioneer,Agencies,"Center buries retro taxes,  Bill to nix demand on Cairn , Vodafone","Cairn Energy, retrospective tax, arbitration"
1527,2021-08-06,Millennium Post,Agencies,GOVT INTORDUCES BILL TO SCRAP RETRO TAXES,"Cairn Energy, retrospective tax, arbitration"
1528,2021-08-06,Eastern Chronicle,Agencies,Centre introduces bill to nullify contentious retrosepctive tax,"Cairn Energy, retrospective tax, arbitration"
1529,2021-08-06,The New Indian Express,Bureau,Retro tax withdrawal: No major cost to exchequer,"Cairn Energy, retrospective tax, arbitration"
1530,2021-08-06,Telangana Today,Bureau,Retrospective taxes on way out,"Cairn Energy, retrospective tax, arbitration"
1531,2021-08-06,The Telegraph,Special Correspondent,Centre rolls back retro tax rule,"Cairn Energy, retro tax, retrospective tax, arbitration"
1532,2021-08-06,The Economic Times,Author,No More Looking  Back,"retrospective tax, arbitration"
1533,2021-08-06,The Economic Times,Editorial,"Welcome Government Will to Act, At Last","retrospective tax, arbitration"
1534,2021-08-06,The Financial Express,Editorial,"Retrospective tax goes, not soon enough","Cairn plc, retro tax, retrospective tax, arbitration"
1535,2021-08-06,Business Standard,Editorial,"Good sense, finally","retro tax, retrospective tax, arbitration"
1536,2021-08-07,Free Press,Editorial,Good riddance to a bad law,"Cairn Energy, retrospective tax, arbitration"
1537,2021-08-07,The Asian Age,Editorial,End to retro tax welcome,"Cairn Energy, retrospective tax, arbitration"
1538,2021-08-07,Deccan Chronicle,Editorial,End to retro tax welcome,"Cairn Energy, retrospective tax, arbitration"
1539,2021-08-07,The Free Press Journal,Editorial,Good riddance to a bad law,"Cairn Energy, retrospective tax, arbitration"
1540,2021-08-07,The Indian Express,Editorial,Better late,"Cairn Energy, arbitration"
1541,2021-08-07,The Times Of India,Editorial,Death Of A Bad Tax,"Cairn Energy, arbitration"
1542,2021-08-07,The Hindu,Editorial,Rewind to fast forward,"Cairn Energy, retrospective tax, arbitration"
1543,2021-08-07,The Times Of India,Author,Does Bill Scrapping Retro Tax Go Far Enough?,"retrospective tax, arbitration"
1544,2021-08-07,Free Press,Bureau,Abolishing retro tax: Better late than never,"Cairn Energy, retro tax, arbitration"
1545,2021-08-07,The Economic Times,Bureau,Devas Multimedia Shareholders Join Cheer Chorus on Retro Tax Withdrawal,"Cairn Energy, retrospective tax, arbitration"
1546,2021-08-07,Hindustan Times,Bureau,Burying the ghost of retrospective taxation,"Cairn Energy, arbitration"
